"","Date/Time","Pedestrians","Towards_Manhattan","Towards_Brooklyn","Weather","Temp","Events"
"433","11/24/17 17:00",1436,490,946,"clear-night",46,"Black Friday"
"434","11/23/17 7:00",119,47,72,"clear-day",30,"Thanksgiving Day"
"435","12/31/17 1:00",12,4,8,"clear-night",18,"New Year's Eve"
"436","12/5/17 17:00",479,294,185,"partly-cloudy-night",59,""
"437","11/30/17 15:00",1289,598,691,"partly-cloudy-day",49,""
"438","1/15/18 18:00",261,121,140,"clear-night",27,"Martin Luther King Jr. Day"
"439","1/12/18 16:00",353,228,125,"rain",57,""
"440","12/16/17 8:00",126,60,66,"clear-day",25,""
"441","1/29/18 17:00",611,334,277,"partly-cloudy-day",42,""
"442","11/8/17 22:00",86,56,30,"clear-night",43,""
"443","10/15/17 21:00",335,145,190,"cloudy",68,""
"444","11/19/17 15:00",2100,914,1186,"partly-cloudy-day",48,""
"445","12/23/17 0:00",32,24,8,"partly-cloudy-night",40,""
"446","1/11/18 18:00",328,202,126,"clear-night",45,""
"447","12/28/17 14:00",2020,918,1102,"clear-day",17,""
"448","10/9/17 4:00",6,3,3,"partly-cloudy-night",72,"Columbus Day (regional holiday)"
"449","11/30/17 22:00",172,132,40,"partly-cloudy-night",48,""
"450","11/14/17 3:00",7,3,4,"clear-night",34,""
"451","11/17/17 4:00",2,1,1,"partly-cloudy-night",42,""
"452","2/4/18 19:00",32,27,5,"rain",41,""
"453","11/9/17 13:00",1757,898,859,"partly-cloudy-day",52,""
"454","1/23/18 9:00",97,29,68,"rain",49,""
"455","1/16/18 3:00",10,6,4,"partly-cloudy-night",25,""
"456","1/7/18 4:00",1,0,1,"clear-night",5,""
"457","10/23/17 14:00",2280,1199,1081,"partly-cloudy-day",72,""
"458","10/20/17 4:00",6,2,4,"clear-night",57,""
"459","10/7/17 13:00",3191,1691,1500,"clear-day",78,""
"460","1/21/18 15:00",1881,859,1022,"clear-day",49,""
"461","12/4/17 9:00",640,375,265,"partly-cloudy-day",37,""
"462","1/9/18 20:00",77,61,16,"clear-night",36,""
"463","12/20/17 2:00",10,9,1,"clear-night",49,""
"464","11/4/17 1:00",19,8,11,"clear-night",51,""
"465","1/21/18 3:00",7,2,5,"clear-night",37,""
"466","11/7/17 14:00",1580,760,820,"partly-cloudy-day",47,""
"467","10/24/17 7:00",274,125,149,"partly-cloudy-night",70,""
"468","12/15/17 0:00",103,97,6,"clear-night",21,""
"469","1/22/18 1:00",8,3,5,"cloudy",43,""
"470","10/27/17 14:00",2743,1429,1314,"clear-day",61,""
"471","11/5/17 13:00",1034,500,534,"cloudy",57,"Daylight Saving Time ends"
"472","12/18/17 20:00",313,222,91,"partly-cloudy-night",44,""
"473","11/27/17 11:00",1224,582,642,"clear-day",47,""
"474","1/28/18 1:00",15,9,6,"partly-cloudy-night",51,""
"475","12/30/17 9:00",391,227,164,"partly-cloudy-day",19,""
"476","1/9/18 3:00",0,0,0,"clear-night",28,""
"477","11/15/17 7:00",176,70,106,"clear-day",36,""
"478","12/3/17 2:00",12,4,8,"clear-night",39,""
"479","10/8/17 21:00",453,171,282,"clear-night",74,""
"480","10/1/17 20:00",481,143,338,"clear-night",59,""
"481","11/17/17 19:00",257,143,114,"clear-night",41,""
"482","11/21/17 23:00",61,27,34,"clear-night",48,""
"483","12/25/17 9:00",479,330,149,"clear-day",36,"Christmas Day"
"484","1/15/18 8:00",65,29,36,"clear-day",19,"Martin Luther King Jr. Day"
"485","11/24/17 23:00",96,46,50,"clear-night",40,"Black Friday"
"486","12/11/17 0:00",19,7,12,"partly-cloudy-night",34,""
"487","10/18/17 13:00",1580,816,764,"clear-day",68,""
"488","11/6/17 6:00",92,55,37,"partly-cloudy-night",61,""
"489","12/18/17 18:00",606,372,234,"cloudy",43,""
"490","1/24/18 7:00",175,68,107,"cloudy",41,""
"491","12/1/17 15:00",1814,826,988,"clear-day",50,""
"492","10/2/17 22:00",155,79,76,"clear-night",58,""
"493","12/7/17 1:00",23,12,11,"partly-cloudy-night",38,""
"494","11/10/17 9:00",403,227,176,"clear-day",37,"Veterans Day observed"
"495","10/4/17 21:00",264,135,129,"clear-night",68,""
"496","1/7/18 21:00",36,11,25,"partly-cloudy-night",17,""
"497","10/26/17 6:00",76,50,26,"partly-cloudy-night",53,""
"498","11/26/17 3:00",5,2,3,"partly-cloudy-night",47,""
"499","12/5/17 12:00",931,457,474,"partly-cloudy-day",57,""
"500","11/12/17 5:00",11,6,5,"clear-night",28,""
"501","10/12/17 20:00",332,165,167,"clear-night",59,""
"502","11/2/17 2:00",6,2,4,"cloudy",59,""
"503","12/12/17 13:00",904,432,472,"partly-cloudy-day",46,""
"504","11/28/17 6:00",98,54,44,"clear-night",34,""
"505","11/6/17 17:00",713,371,342,"clear-night",63,""
"506","10/18/17 8:00",358,123,235,"clear-day",47,""
"507","11/16/17 11:00",800,384,416,"partly-cloudy-day",51,""
"508","1/18/18 19:00",234,196,38,"clear-night",28,""
"509","1/31/18 1:00",5,0,5,"clear-night",22,""
"510","10/14/17 13:00",3059,1706,1353,"partly-cloudy-day",68,""
"511","12/20/17 11:00",1143,566,577,"partly-cloudy-day",43,""
"512","10/7/17 8:00",378,225,153,"partly-cloudy-day",65,""
"513","12/5/17 8:00",241,96,145,"partly-cloudy-day",52,""
"514","2/3/18 14:00",1331,671,660,"clear-day",29,""
"515","1/14/18 0:00",12,6,6,"clear-night",18,""
"516","1/22/18 18:00",489,351,138,"partly-cloudy-night",42,""
"517","10/10/17 12:00",2088,1024,1064,"clear-day",76,""
"518","12/29/17 22:00",56,27,29,"clear-night",16,""
"519","12/24/17 8:00",183,84,99,"clear-day",36,"Christmas Eve"
"520","12/8/17 9:00",471,241,230,"clear-day",34,""
"521","10/13/17 1:00",17,10,7,"clear-night",54,""
"522","12/13/17 21:00",156,138,18,"partly-cloudy-night",26,""
"523","10/19/17 16:00",1923,953,970,"clear-day",70,""
"524","1/4/18 21:00",23,11,12,"partly-cloudy-night",22,""
"525","12/15/17 15:00",796,332,464,"partly-cloudy-day",26,""
"526","12/2/17 6:00",53,36,17,"clear-night",34,""
"527","10/3/17 9:00",616,341,275,"clear-day",59,""
"528","2/2/18 13:00",649,282,367,"partly-cloudy-day",26,""
"529","10/14/17 4:00",5,4,1,"partly-cloudy-night",61,""
"530","11/26/17 18:00",556,285,271,"clear-night",42,""
"531","12/21/17 19:00",368,264,104,"partly-cloudy-night",36,""
"532","10/4/17 6:00",106,68,38,"clear-night",51,""
"533","12/18/17 3:00",2,1,1,"partly-cloudy-night",34,""
"534","12/14/17 2:00",4,1,3,"partly-cloudy-night",23,""
"535","1/27/18 20:00",323,154,169,"clear-night",52,""
"536","1/8/18 12:00",727,330,397,"partly-cloudy-day",25,""
"537","1/14/18 13:00",1005,467,538,"clear-day",23,""
"538","11/15/17 20:00",284,199,85,"partly-cloudy-night",47,""
"539","10/11/17 21:00",143,80,63,"partly-cloudy-night",65,""
"540","11/21/17 8:00",355,129,226,"clear-day",41,""
"541","12/16/17 23:00",145,112,33,"partly-cloudy-night",34,""
"542","10/2/17 5:00",19,13,6,"clear-night",48,""
"543","1/26/18 21:00",85,53,32,"clear-night",32,""
"544","1/11/18 8:00",187,61,126,"partly-cloudy-day",38,""
"545","12/23/17 15:00",899,472,427,"partly-cloudy-day",45,""
"546","12/30/17 18:00",358,203,155,"clear-night",20,""
"547","1/1/18 14:00",2066,1125,941,"clear-day",17,"New Year's Day"
"548","10/10/17 0:00",29,12,17,"partly-cloudy-night",74,""
"549","12/2/17 1:00",47,38,9,"clear-night",37,""
"550","1/31/18 22:00",61,48,13,"clear-night",30,""
"551","1/2/18 5:00",1,0,1,"clear-night",13,""
"552","11/28/17 23:00",43,21,22,"clear-night",48,""
"553","10/20/17 19:00",567,218,349,"clear-night",67,""
"554","11/8/17 12:00",1473,714,759,"partly-cloudy-day",46,""
"555","1/18/18 0:00",4,1,3,"partly-cloudy-night",21,""
"556","12/21/17 2:00",6,5,1,"clear-night",31,""
"557","10/21/17 12:00",3022,1533,1489,"clear-day",72,""
"558","10/7/17 20:00",665,213,452,"clear-night",72,""
"559","12/1/17 1:00",11,7,4,"partly-cloudy-night",47,""
"560","11/24/17 6:00",44,24,20,"clear-night",30,"Black Friday"
"561","11/1/17 12:00",1499,720,779,"cloudy",53,""
"562","12/9/17 8:00",170,70,100,"partly-cloudy-day",34,""
"563","1/25/18 10:00",370,200,170,"clear-day",27,""
"564","1/5/18 20:00",41,19,22,"clear-night",13,""
"565","12/11/17 10:00",757,414,343,"clear-day",36,""
"566","12/24/17 11:00",1802,906,896,"clear-day",38,"Christmas Eve"
"567","11/2/17 21:00",240,139,101,"clear-night",65,""
"568","12/27/17 17:00",1296,553,743,"clear-night",22,""
"569","12/15/17 11:00",826,386,440,"clear-day",25,""
"570","10/8/17 11:00",882,335,547,"partly-cloudy-day",72,""
"571","11/30/17 10:00",635,327,308,"clear-day",40,""
"572","12/27/17 2:00",1,0,1,"clear-night",20,""
"573","10/25/17 15:00",2217,1121,1096,"partly-cloudy-day",64,""
"574","11/27/17 5:00",18,8,10,"clear-night",38,""
"575","2/2/18 20:00",47,35,12,"clear-night",19,""
"576","10/19/17 11:00",1738,931,807,"clear-day",63,""
"577","12/19/17 15:00",1818,864,954,"clear-day",54,""
"578","1/24/18 22:00",36,26,10,"clear-night",28,""
"579","11/13/17 8:00",120,51,69,"partly-cloudy-day",42,""
"580","11/16/17 5:00",5,4,1,"partly-cloudy-night",51,""
"581","1/29/18 13:00",871,404,467,"partly-cloudy-day",42,""
"582","12/8/17 0:00",31,20,11,"partly-cloudy-night",38,""
"583","10/14/17 9:00",1503,1300,203,"partly-cloudy-day",62,""
"584","1/11/18 21:00",102,73,29,"clear-night",41,""
"585","10/16/17 16:00",1723,889,834,"clear-day",57,""
"586","1/3/18 3:00",8,4,4,"clear-night",15,""
"587","1/19/18 10:00",374,211,163,"clear-day",29,""
"588","11/29/17 2:00",7,5,2,"clear-night",48,""
"589","1/11/18 3:00",2,1,1,"partly-cloudy-night",36,""
"590","1/2/18 4:00",1,0,1,"clear-night",13,""
"591","10/26/17 23:00",64,38,26,"clear-night",50,""
"592","11/25/17 14:00",3195,1380,1815,"clear-day",56,""
"593","10/9/17 19:00",368,175,193,"partly-cloudy-night",74,"Columbus Day (regional holiday)"
"594","10/27/17 22:00",193,89,104,"clear-night",53,""
"595","10/11/17 13:00",1572,770,802,"clear-day",72,""
"596","1/29/18 0:00",31,14,17,"clear-night",43,""
"597","12/10/17 2:00",8,6,2,"partly-cloudy-night",31,""
"598","10/21/17 5:00",21,16,5,"clear-night",53,""
"599","11/17/17 8:00",306,128,178,"clear-day",40,""
"600","11/4/17 18:00",1187,488,699,"clear-night",53,""
"601","12/17/17 10:00",811,452,359,"cloudy",34,""
"602","12/17/17 16:00",1735,728,1007,"clear-day",36,""
"603","12/28/17 10:00",1222,710,512,"clear-day",14,""
"604","10/5/17 10:00",1081,640,441,"clear-day",69,""
"605","10/10/17 22:00",141,65,76,"clear-night",68,""
"606","12/16/17 4:00",1,0,1,"clear-night",23,""
"607","1/30/18 21:00",55,33,22,"partly-cloudy-night",27,""
"608","12/22/17 10:00",657,359,298,"partly-cloudy-day",38,""
"609","10/6/17 1:00",22,11,11,"partly-cloudy-night",69,""
"610","10/22/17 10:00",2355,1392,963,"clear-day",59,""
"611","11/17/17 23:00",139,81,58,"clear-night",36,""
"612","11/9/17 1:00",5,4,1,"clear-night",40,""
"613","1/4/18 11:00",71,36,35,"snow",23,""
"614","11/27/17 15:00",1263,595,668,"clear-day",51,""
"615","11/12/17 12:00",1973,905,1068,"partly-cloudy-day",42,""
"616","10/15/17 12:00",2420,1356,1064,"partly-cloudy-day",69,""
"617","10/24/17 22:00",121,57,64,"partly-cloudy-night",67,""
"618","1/2/18 22:00",56,30,26,"clear-night",18,""
"619","12/9/17 21:00",59,38,21,"partly-cloudy-night",31,""
"620","1/14/18 20:00",120,86,34,"clear-night",19,""
"621","12/24/17 18:00",674,361,313,"partly-cloudy-night",38,"Christmas Eve"
"622","12/21/17 16:00",1739,791,948,"clear-day",39,""
"623","1/15/18 11:00",674,340,334,"partly-cloudy-day",26,"Martin Luther King Jr. Day"
"624","11/3/17 14:00",2369,1181,1188,"partly-cloudy-day",71,""
"625","10/4/17 12:00",1709,899,810,"clear-day",68,""
"626","12/5/17 21:00",43,39,4,"rain",57,""
"627","10/15/17 17:00",2298,1033,1265,"cloudy",71,""
"628","1/6/18 7:00",34,21,13,"clear-night",7,""
"629","11/10/17 6:00",71,42,29,"partly-cloudy-night",42,"Veterans Day observed"
"630","1/24/18 17:00",626,322,304,"partly-cloudy-night",34,""
"631","11/19/17 7:00",56,36,20,"partly-cloudy-day",57,""
"632","11/23/17 11:00",1076,552,524,"clear-day",38,"Thanksgiving Day"
"633","12/26/17 9:00",364,221,143,"clear-day",24,""
"634","11/13/17 19:00",322,220,102,"clear-night",41,""
"635","11/4/17 5:00",10,9,1,"clear-night",48,""
"636","12/24/17 1:00",17,9,8,"clear-night",39,"Christmas Eve"
"637","11/7/17 17:00",23,13,10,"rain",41,""
"638","10/21/17 0:00",84,48,36,"clear-night",59,""
"639","10/26/17 2:00",4,2,2,"partly-cloudy-night",55,""
"640","1/13/18 12:00",1254,604,650,"partly-cloudy-day",31,""
"641","11/10/17 21:00",116,70,46,"clear-night",26,"Veterans Day observed"
"642","11/1/17 22:00",108,67,41,"partly-cloudy-night",57,""
"643","2/1/18 12:00",642,304,338,"partly-cloudy-day",39,""
"644","10/7/17 3:00",10,5,5,"clear-night",66,""
"645","12/16/17 19:00",296,175,121,"cloudy",37,""
"646","12/25/17 18:00",547,234,313,"clear-night",31,"Christmas Day"
"647","11/18/17 17:00",378,189,189,"partly-cloudy-night",48,""
"648","10/17/17 13:00",1543,786,757,"clear-day",54,""
"649","10/29/17 15:00",82,37,45,"rain",64,""
"650","1/7/18 15:00",943,458,485,"clear-day",18,""
"651","1/10/18 13:00",885,400,485,"clear-day",38,""
"652","12/20/17 8:00",254,89,165,"clear-day",42,""
"653","11/27/17 9:00",485,284,201,"clear-day",43,""
"654","10/12/17 16:00",1780,957,823,"partly-cloudy-day",63,""
"655","1/18/18 2:00",2,1,1,"clear-night",20,""
"656","1/27/18 1:00",17,9,8,"clear-night",32,""
"657","1/4/18 1:00",53,51,2,"partly-cloudy-night",26,""
"658","1/28/18 5:00",1,0,1,"partly-cloudy-night",48,""
"659","11/20/17 15:00",1650,794,856,"clear-day",46,""
"660","10/3/17 13:00",1572,792,780,"partly-cloudy-day",67,""
"661","10/27/17 10:00",1650,994,656,"clear-day",51,""
"662","12/19/17 0:00",40,25,15,"partly-cloudy-night",43,""
"663","11/6/17 13:00",1424,659,765,"partly-cloudy-day",64,""
"664","10/29/17 20:00",9,5,4,"rain",64,""
"665","12/31/17 6:00",7,5,2,"clear-night",16,"New Year's Eve"
"666","10/31/17 14:00",2398,1137,1261,"clear-day",56,"Halloween"
"667","10/10/17 5:00",24,16,8,"clear-night",67,""
"668","11/30/17 7:00",172,74,98,"clear-night",36,""
"669","1/12/18 11:00",308,187,121,"cloudy",58,""
"670","10/13/17 5:00",17,11,6,"partly-cloudy-night",52,""
"671","11/9/17 20:00",344,0,0,"partly-cloudy-night",51,""
"672","11/6/17 2:00",1,1,0,"partly-cloudy-night",59,""
"673","12/18/17 14:00",1826,773,1053,"partly-cloudy-day",44,""
"674","1/14/18 3:00",0,0,0,"clear-night",16,""
"675","12/14/17 20:00",115,82,33,"clear-night",25,""
"676","11/14/17 16:00",1116,518,598,"cloudy",44,""
"677","2/4/18 12:00",934,421,513,"partly-cloudy-day",39,""
"678","1/14/18 10:00",571,333,238,"clear-day",18,""
"679","10/19/17 21:00",264,134,130,"clear-night",64,""
"680","11/16/17 15:00",1035,479,556,"partly-cloudy-day",52,""
"681","10/6/17 12:00",1941,1049,892,"clear-day",76,""
"682","12/7/17 14:00",1545,608,937,"clear-day",44,""
"683","1/10/18 0:00",8,1,7,"clear-night",30,""
"684","11/2/17 6:00",62,38,24,"partly-cloudy-night",60,""
"685","1/7/18 19:00",119,60,59,"clear-night",17,""
"686","2/2/18 3:00",0,0,0,"rain",37,""
"687","11/28/17 2:00",2,1,1,"clear-night",35,""
"688","1/24/18 12:00",818,357,461,"partly-cloudy-day",40,""
"689","10/17/17 12:00",1668,863,805,"clear-day",52,""
"690","12/3/17 14:00",1869,746,1123,"partly-cloudy-day",47,""
"691","12/29/17 1:00",8,6,2,"clear-night",11,""
"692","10/4/17 17:00",1907,1135,772,"clear-day",74,""
"693","11/26/17 7:00",170,84,86,"clear-night",43,""
"694","10/6/17 13:00",1862,906,956,"clear-day",78,""
"695","10/28/17 12:00",3486,1925,1561,"clear-day",66,""
"696","12/23/17 10:00",241,132,109,"rain",40,""
"697","11/11/17 14:00",2209,987,1222,"clear-day",37,"Veterans Day"
"698","1/26/18 1:00",7,6,1,"partly-cloudy-night",27,""
"699","1/2/18 10:00",1004,626,378,"clear-day",16,""
"700","10/18/17 3:00",5,3,2,"clear-night",48,""
"701","11/26/17 1:00",21,11,10,"partly-cloudy-night",49,""
"702","11/11/17 4:00",1,0,1,"clear-night",24,"Veterans Day"
"703","1/25/18 15:00",712,324,388,"clear-day",34,""
"704","1/4/18 6:00",13,5,8,"partly-cloudy-night",25,""
"705","1/18/18 23:00",30,18,12,"clear-night",25,""
"706","11/29/17 17:00",773,393,380,"clear-night",55,""
"707","10/5/17 20:00",393,180,213,"partly-cloudy-night",76,""
"708","12/27/17 15:00",2588,1399,1189,"clear-day",24,""
"709","1/23/18 14:00",484,259,225,"partly-cloudy-day",57,""
"710","10/11/17 3:00",8,6,2,"clear-night",63,""
"711","11/28/17 13:00",1193,478,715,"clear-day",49,""
"712","12/20/17 23:00",116,84,32,"clear-night",34,""
"713","10/18/17 20:00",353,184,169,"clear-night",62,""
"714","11/20/17 1:00",7,3,4,"partly-cloudy-night",39,""
"715","1/25/18 20:00",83,50,33,"clear-night",30,""
"716","2/1/18 13:00",845,366,479,"clear-day",40,""
"717","10/1/17 1:00",30,17,13,"partly-cloudy-night",53,""
"718","12/6/17 16:00",1186,579,607,"clear-day",42,""
"719","11/16/17 0:00",36,20,16,"partly-cloudy-night",49,""
"720","12/10/17 17:00",539,221,318,"partly-cloudy-night",36,""
"721","11/21/17 18:00",800,462,338,"clear-night",51,""
"722","10/12/17 1:00",15,7,8,"partly-cloudy-night",63,""
"723","11/5/17 9:00",700,468,232,"partly-cloudy-day",55,"Daylight Saving Time ends"
"724","1/8/18 16:00",577,261,316,"partly-cloudy-day",30,""
"725","12/29/17 18:00",564,247,317,"clear-night",19,""
"726","12/3/17 9:00",710,431,279,"partly-cloudy-day",43,""
"727","10/22/17 3:00",25,16,9,"clear-night",56,""
"728","10/22/17 23:00",105,54,51,"clear-night",58,""
"729","10/14/17 0:00",65,24,41,"partly-cloudy-night",62,""
"730","10/4/17 2:00",11,7,4,"clear-night",53,""
"731","1/22/18 6:00",45,20,25,"partly-cloudy-night",40,""
"732","12/31/17 21:00",172,94,78,"clear-night",10,"New Year's Eve"
"733","12/10/17 16:00",1775,832,943,"partly-cloudy-day",37,""
"734","10/9/17 14:00",654,339,315,"rain",72,"Columbus Day (regional holiday)"
"735","1/16/18 18:00",325,244,81,"partly-cloudy-night",34,""
"736","2/2/18 6:00",27,19,8,"partly-cloudy-night",32,""
"737","1/29/18 4:00",2,0,2,"clear-night",41,""
"738","12/22/17 7:00",102,49,53,"partly-cloudy-night",35,""
"739","12/5/17 4:00",5,4,1,"partly-cloudy-night",50,""
"740","1/24/18 2:00",3,1,2,"clear-night",41,""
"741","12/17/17 15:00",1995,983,1012,"clear-day",37,""
"742","2/1/18 2:00",1,0,1,"clear-night",31,""
"743","10/13/17 19:00",700,311,389,"partly-cloudy-night",63,""
"744","12/8/17 19:00",289,140,149,"partly-cloudy-night",36,""
"745","11/14/17 18:00",540,345,195,"partly-cloudy-night",42,""
"746","12/6/17 20:00",294,225,69,"clear-night",40,""
"747","1/30/18 18:00",332,255,77,"partly-cloudy-night",30,""
"748","12/23/17 19:00",60,36,24,"rain",46,""
"749","10/13/17 4:00",10,6,4,"partly-cloudy-night",52,""
"750","2/3/18 11:00",828,439,389,"clear-day",26,""
"751","11/20/17 6:00",89,51,38,"partly-cloudy-night",36,""
"752","10/10/17 17:00",1913,1162,751,"clear-day",79,""
"753","10/19/17 20:00",353,176,177,"clear-night",65,""
"754","10/1/17 6:00",113,88,25,"partly-cloudy-night",49,""
"755","11/8/17 8:00",353,123,230,"partly-cloudy-day",39,""
"756","10/11/17 8:00",437,149,288,"clear-day",64,""
"757","10/3/17 12:00",1666,852,814,"clear-day",67,""
"758","10/16/17 20:00",225,97,128,"clear-night",53,""
"759","10/5/17 21:00",287,125,162,"clear-night",75,""
"760","10/22/17 8:00",387,214,173,"clear-day",54,""
"761","11/9/17 6:00",113,82,31,"clear-night",38,""
"762","10/19/17 7:00",304,144,160,"clear-night",53,""
"763","1/30/18 6:00",11,8,3,"partly-cloudy-night",30,""
"764","12/31/17 20:00",184,94,90,"clear-night",11,"New Year's Eve"
"765","10/29/17 6:00",6,4,2,"partly-cloudy-night",60,""
"766","1/12/18 1:00",5,3,2,"partly-cloudy-night",44,""
"767","10/12/17 6:00",59,33,26,"partly-cloudy-night",58,""
"768","10/23/17 1:00",16,9,7,"clear-night",57,""
"769","12/10/17 11:00",1767,866,901,"clear-day",35,""
"770","1/16/18 6:00",36,14,22,"cloudy",26,""
"771","11/29/17 22:00",85,55,30,"clear-night",43,""
"772","10/28/17 13:00",4055,1560,2495,"clear-day",67,""
"773","10/23/17 18:00",1075,573,502,"partly-cloudy-day",68,""
"774","11/3/17 1:00",18,10,8,"clear-night",61,""
"775","1/19/18 6:00",46,24,22,"clear-night",22,""
"776","11/8/17 13:00",1485,719,766,"partly-cloudy-day",47,""
"777","10/4/17 13:00",1611,811,800,"clear-day",71,""
"778","11/24/17 10:00",1176,625,551,"clear-day",41,"Black Friday"
"779","10/9/17 9:00",477,254,223,"partly-cloudy-day",72,"Columbus Day (regional holiday)"
"780","11/19/17 23:00",38,20,18,"partly-cloudy-night",40,""
"781","1/7/18 12:00",601,331,270,"clear-day",13,""
"782","12/30/17 4:00",0,0,0,"partly-cloudy-night",16,""
"783","11/18/17 1:00",37,26,11,"clear-night",34,""
"784","11/1/17 17:00",1474,780,694,"partly-cloudy-day",56,""
"785","12/28/17 6:00",16,15,1,"clear-night",14,""
"786","11/3/17 18:00",878,372,506,"partly-cloudy-night",70,""
"787","11/25/17 18:00",1014,363,651,"partly-cloudy-night",54,""
"788","10/16/17 21:00",133,59,74,"clear-night",51,""
"789","12/25/17 7:00",50,29,21,"rain",34,"Christmas Day"
"790","12/1/17 6:00",100,64,36,"clear-night",43,""
"791","12/19/17 19:00",398,273,125,"clear-night",51,""
"792","12/11/17 4:00",6,4,2,"partly-cloudy-night",34,""
"793","12/27/17 5:00",6,2,4,"cloudy",19,""
"794","12/14/17 7:00",77,26,51,"fog",25,""
"795","1/23/18 1:00",5,4,1,"fog",38,""
"796","10/10/17 4:00",8,6,2,"clear-night",68,""
"797","10/16/17 6:00",58,34,24,"partly-cloudy-night",61,""
"798","11/24/17 15:00",2913,1311,1602,"clear-day",50,"Black Friday"
"799","10/23/17 6:00",83,44,39,"partly-cloudy-night",60,""
"800","1/2/18 0:00",15,2,13,"clear-night",14,""
"801","1/4/18 16:00",258,155,103,"snow",27,""
"802","1/5/18 3:00",0,0,0,"clear-night",13,""
"803","1/19/18 1:00",12,9,3,"clear-night",23,""
"804","10/5/17 6:00",101,54,47,"partly-cloudy-night",63,""
"805","12/26/17 19:00",332,158,174,"clear-night",24,""
"806","11/14/17 11:00",1022,414,608,"partly-cloudy-day",42,""
"807","12/12/17 8:00",256,77,179,"partly-cloudy-day",45,""
"808","1/13/18 0:00",43,30,13,"cloudy",56,""
"809","1/18/18 5:00",11,4,7,"clear-night",18,""
"810","1/25/18 6:00",40,18,22,"clear-night",23,""
"811","1/19/18 20:00",104,60,44,"clear-night",34,""
"812","12/13/17 16:00",744,340,404,"clear-day",30,""
"813","1/30/18 1:00",0,0,0,"partly-cloudy-night",32,""
"814","10/30/17 18:00",1084,491,593,"clear-night",53,""
"815","12/17/17 20:00",325,223,102,"partly-cloudy-night",35,""
"816","1/8/18 6:00",27,12,15,"clear-night",18,""
"817","12/25/17 21:00",90,47,43,"clear-night",28,"Christmas Day"
"818","1/24/18 13:00",796,359,437,"partly-cloudy-day",40,""
"819","12/23/17 8:00",62,32,30,"rain",39,""
"820","12/8/17 4:00",2,0,2,"clear-night",35,""
"821","11/13/17 15:00",983,467,516,"partly-cloudy-day",47,""
"822","12/12/17 2:00",18,8,10,"partly-cloudy-night",38,""
"823","11/3/17 6:00",84,47,37,"clear-night",60,""
"824","2/4/18 13:00",722,367,355,"partly-cloudy-day",38,""
"825","11/14/17 1:00",7,2,5,"clear-night",35,""
"826","11/18/17 11:00",1581,735,846,"clear-day",43,""
"827","11/23/17 2:00",3,1,2,"clear-night",33,"Thanksgiving Day"
"828","1/10/18 17:00",456,207,249,"partly-cloudy-night",36,""
"829","1/20/18 9:00",321,202,119,"clear-day",40,""
"830","1/16/18 21:00",61,32,29,"partly-cloudy-night",33,""
"831","10/14/17 22:00",283,143,140,"partly-cloudy-night",67,""
"832","1/21/18 17:00",1015,372,643,"partly-cloudy-night",47,""
"833","1/3/18 8:00",194,91,103,"clear-day",14,""
"834","1/9/18 9:00",311,186,125,"clear-day",32,""
"835","11/27/17 19:00",329,234,95,"clear-night",44,""
"836","12/19/17 4:00",6,4,2,"cloudy",44,""
"837","12/11/17 19:00",433,335,98,"clear-night",36,""
"838","11/7/17 22:00",6,4,2,"rain",40,""
"839","11/9/17 21:00",300,187,113,"partly-cloudy-night",51,""
"840","11/20/17 23:00",69,39,30,"clear-night",41,""
"841","11/7/17 6:00",143,80,63,"clear-night",41,""
"842","11/1/17 2:00",3,2,1,"clear-night",45,""
"843","11/15/17 11:00",1050,494,556,"clear-day",45,""
"844","1/17/18 9:00",82,31,51,"snow",33,""
"845","1/10/18 4:00",2,0,2,"clear-night",26,""
"846","1/22/18 21:00",80,55,25,"partly-cloudy-night",40,""
"847","11/4/17 9:00",734,453,281,"clear-day",49,""
"848","11/25/17 23:00",224,144,80,"partly-cloudy-night",49,""
"849","1/15/18 16:00",955,407,548,"clear-day",30,"Martin Luther King Jr. Day"
"850","1/25/18 21:00",102,83,19,"clear-night",29,""
"851","1/2/18 17:00",1207,473,734,"clear-night",24,""
"852","11/12/17 13:00",1926,809,1117,"clear-day",45,""
"853","11/2/17 10:00",1447,921,526,"partly-cloudy-day",61,""
"854","11/13/17 10:00",280,145,135,"partly-cloudy-day",41,""
"855","11/9/17 16:00",1532,774,758,"partly-cloudy-day",52,""
"856","1/14/18 21:00",52,26,26,"clear-night",18,""
"857","12/3/17 7:00",175,97,78,"partly-cloudy-night",41,""
"858","1/17/18 4:00",3,1,2,"cloudy",35,""
"859","11/26/17 11:00",1444,722,722,"partly-cloudy-day",45,""
"860","12/5/17 20:00",47,38,9,"rain",57,""
"861","1/3/18 21:00",89,40,49,"clear-night",26,""
"862","11/22/17 7:00",84,38,46,"partly-cloudy-day",49,""
"863","10/13/17 14:00",2340,1085,1255,"partly-cloudy-day",64,""
"864","10/11/17 20:00",242,122,120,"partly-cloudy-night",66,""
"865","11/16/17 19:00",364,232,132,"clear-night",48,""
"866","11/5/17 22:00",73,34,39,"cloudy",59,"Daylight Saving Time ends"
"867","10/15/17 13:00",2649,1426,1223,"partly-cloudy-day",71,""
"868","12/5/17 10:00",540,274,266,"partly-cloudy-day",54,""
"869","11/18/17 22:00",181,121,60,"rain",49,""
